year,name,n
2001,Mark Burry,0.000444181
2002,Mark Burry,0.002064628
2003,Mark Burry,0.00292795
2004,Mark Burry,0.002474816
2005,Mark Burry,0.002204106
2006,Mark Burry,0.001730334
2007,Mark Burry,0.002051916
2008,Mark Burry,0.001786379
2009,Mark Burry,0.00163559
2010,Mark Burry,0.030631631
2011,Mark Burry,0.038589744
2012,Mark Burry,0.03980278
2013,Mark Burry,0.043281629
2014,Mark Burry,0.040371941
2015,Mark Burry,0.03867958
2016,Mark Burry,0.03859493
2017,Mark Burry,0.034917223
2018,Mark Burry,0.030801346
2019,Mark Burry,0.026544217
2020,Mark Burry,0.027014103
2021,Mark Burry,0.041037275
2022,Mark Burry,0.027487559
2010,Guohua Ji,2.14994E-06
2011,Guohua Ji,1.86162E-06
2012,Guohua Ji,8.18244E-06
2013,Guohua Ji,6.76846E-06
2014,Guohua Ji,5.4026E-06
2015,Guohua Ji,4.81918E-06
2016,Guohua Ji,1.05146E-05
2017,Guohua Ji,8.70231E-06
2018,Guohua Ji,0.002019524
2019,Guohua Ji,0.001716573
2020,Guohua Ji,0.008876466
2021,Guohua Ji,0.01167559
2022,Guohua Ji,0.012893723
2016,Yasushi Ikeda,4.85288E-06
2017,Yasushi Ikeda,3.72637E-05
2018,Yasushi Ikeda,7.14319E-05
2019,Yasushi Ikeda,6.9867E-05
2020,Yasushi Ikeda,7.87606E-05
2021,Yasushi Ikeda,6.51877E-05
2022,Yasushi Ikeda,0.000180644
2005,June-Hao Hou,0.0002497
2006,June-Hao Hou,5.56476E-05
2007,June-Hao Hou,4.56546E-05
2008,June-Hao Hou,3.71329E-05
2009,June-Hao Hou,3.14745E-05
2010,June-Hao Hou,2.78642E-05
2011,June-Hao Hou,2.41275E-05
2012,June-Hao Hou,2.12097E-05
2013,June-Hao Hou,1.75445E-05
2014,June-Hao Hou,1.40041E-05
2015,June-Hao Hou,1.82052E-05
2016,June-Hao Hou,0.00057619
2017,June-Hao Hou,0.000517713
2018,June-Hao Hou,0.000909942
2019,June-Hao Hou,0.001154046
2020,June-Hao Hou,0.001714043
2021,June-Hao Hou,0.001862855
2022,June-Hao Hou,0.002914492
2005,Thomas Kvan,5.43478E-05
2006,Thomas Kvan,3.86427E-05
2007,Thomas Kvan,0.000327602
2008,Thomas Kvan,0.000492794
2009,Thomas Kvan,0.008553962
2010,Thomas Kvan,0.05853015
2011,Thomas Kvan,0.075633867
2012,Thomas Kvan,0.085245328
2013,Thomas Kvan,0.086530456
2014,Thomas Kvan,0.079765366
2015,Thomas Kvan,0.078838831
2016,Thomas Kvan,0.084881442
2017,Thomas Kvan,0.087533323
2018,Thomas Kvan,0.084323516
2019,Thomas Kvan,0.076092135
2020,Thomas Kvan,0.076785708
2021,Thomas Kvan,0.095581563
2022,Thomas Kvan,0.07820033
1997,Sambit Datta,4.66853E-05
1998,Sambit Datta,1.78904E-05
1999,Sambit Datta,9.89942E-06
2000,Sambit Datta,0.000110047
2001,Sambit Datta,4.2303E-05
2002,Sambit Datta,3.20097E-05
2003,Sambit Datta,6.59696E-05
2004,Sambit Datta,0.000122684
2005,Sambit Datta,0.000199275
2006,Sambit Datta,0.000193213
2007,Sambit Datta,0.000169085
2008,Sambit Datta,0.000137524
2009,Sambit Datta,0.0004347
2010,Sambit Datta,0.005551443
2011,Sambit Datta,0.004022965
2012,Sambit Datta,0.005169833
2013,Sambit Datta,0.005416727
2014,Sambit Datta,0.004677737
2015,Sambit Datta,0.004347526
2016,Sambit Datta,0.005162562
2017,Sambit Datta,0.00500665
2018,Sambit Datta,0.004632867
2019,Sambit Datta,0.003967631
2020,Sambit Datta,0.003740836
2021,Sambit Datta,0.005001792
2022,Sambit Datta,0.004813618
2004,Ramesh Krishnamurti,8.17896E-06
2005,Ramesh Krishnamurti,3.01932E-05
2006,Ramesh Krishnamurti,4.723E-05
2007,Ramesh Krishnamurti,8.45425E-05
2008,Ramesh Krishnamurti,0.007102541
2009,Ramesh Krishnamurti,0.007069343
2010,Ramesh Krishnamurti,0.011325866
2011,Ramesh Krishnamurti,0.011355894
2012,Ramesh Krishnamurti,0.010684624
2013,Ramesh Krishnamurti,0.009524583
2014,Ramesh Krishnamurti,0.008234646
2015,Ramesh Krishnamurti,0.007621058
2016,Ramesh Krishnamurti,0.007204916
2017,Ramesh Krishnamurti,0.006493932
2018,Ramesh Krishnamurti,0.005793917
2019,Ramesh Krishnamurti,0.007175922
2020,Ramesh Krishnamurti,0.007098791
2021,Ramesh Krishnamurti,0.00774121
2022,Ramesh Krishnamurti,0.008668374
2014,Frank Petzold,1.29662E-05
2015,Frank Petzold,1.1566E-05
2016,Frank Petzold,1.33454E-05
2017,Frank Petzold,1.10452E-05
2018,Frank Petzold,3.9137E-05
2019,Frank Petzold,4.33113E-05
2020,Frank Petzold,3.53735E-05
2021,Frank Petzold,0.006272636
2022,Frank Petzold,0.009028377
2005,Andre Brown,3.01932E-06
2006,Andre Brown,6.44045E-06
2007,Andre Brown,5.2839E-06
2008,Andre Brown,4.29762E-06
2009,Andre Brown,7.28548E-06
2010,Andre Brown,6.44981E-06
2011,Andre Brown,1.4893E-05
2012,Andre Brown,1.30919E-05
2013,Andre Brown,1.08295E-05
2014,Andre Brown,8.64416E-06
2015,Andre Brown,7.71069E-06
2016,Andre Brown,6.47051E-06
2017,Andre Brown,5.35527E-06
2018,Andre Brown,4.37896E-06
2019,Andre Brown,5.95442E-06
2020,Andre Brown,0.0023856
2021,Andre Brown,0.00259751
2022,Andre Brown,0.002546486
2001,Jin-Won Choi,1.4101E-05
2002,Jin-Won Choi,1.06699E-05
2003,Jin-Won Choi,0.005339872
2004,Jin-Won Choi,0.03557573
2005,Jin-Won Choi,0.041643519
2006,Jin-Won Choi,0.046732617
2007,Jin-Won Choi,0.042227788
2008,Jin-Won Choi,0.044443649
2009,Jin-Won Choi,0.060746729
2010,Jin-Won Choi,0.094404073
2011,Jin-Won Choi,0.110679318
2012,Jin-Won Choi,0.11070208
2013,Jin-Won Choi,0.105031902
2014,Jin-Won Choi,0.095989523
2015,Jin-Won Choi,0.09178754
2016,Jin-Won Choi,0.095458417
2017,Jin-Won Choi,0.089196136
2018,Jin-Won Choi,0.083896612
2019,Jin-Won Choi,0.076032156
2020,Jin-Won Choi,0.072215564
2021,Jin-Won Choi,0.004439819
2022,Jin-Won Choi,0.004106838
2003,Chieh-Jen Lin,0
2004,Chieh-Jen Lin,0
2005,Chieh-Jen Lin,0
2006,Chieh-Jen Lin,0
2007,Chieh-Jen Lin,0
2008,Chieh-Jen Lin,0
2009,Chieh-Jen Lin,0
2010,Chieh-Jen Lin,0
2011,Chieh-Jen Lin,0
2012,Chieh-Jen Lin,0
2013,Chieh-Jen Lin,0
2014,Chieh-Jen Lin,0
2015,Chieh-Jen Lin,0
2016,Chieh-Jen Lin,0
2017,Chieh-Jen Lin,0
2018,Chieh-Jen Lin,0
2019,Chieh-Jen Lin,0
2020,Chieh-Jen Lin,0
2021,Chieh-Jen Lin,0
2022,Chieh-Jen Lin,0
2017,Kensuke Hotta,1.78509E-06
2018,Kensuke Hotta,4.32423E-05
2019,Kensuke Hotta,4.53962E-05
2020,Kensuke Hotta,6.86068E-05
2021,Kensuke Hotta,5.67837E-05
2022,Kensuke Hotta,7.24747E-05
1998,Sheng-Fen Chien,0.000322027
1999,Sheng-Fen Chien,0.00017819
2000,Sheng-Fen Chien,0.000110047
2001,Sheng-Fen Chien,6.34545E-05
2002,Sheng-Fen Chien,4.80146E-05
2003,Sheng-Fen Chien,7.69645E-05
2004,Sheng-Fen Chien,5.72527E-05
2005,Sheng-Fen Chien,6.64251E-05
2006,Sheng-Fen Chien,4.723E-05
2007,Sheng-Fen Chien,5.2839E-05
2008,Sheng-Fen Chien,4.29762E-05
2009,Sheng-Fen Chien,5.34268E-05
2010,Sheng-Fen Chien,4.72986E-05
2011,Sheng-Fen Chien,4.09557E-05
2012,Sheng-Fen Chien,4.90946E-05
2013,Sheng-Fen Chien,0.004434698
2014,Sheng-Fen Chien,0.003831525
2015,Sheng-Fen Chien,0.004718945
2016,Sheng-Fen Chien,0.004458184
2017,Sheng-Fen Chien,0.004016451
2018,Sheng-Fen Chien,0.003581993
2019,Sheng-Fen Chien,0.003045259
2020,Sheng-Fen Chien,0.003404196
2021,Sheng-Fen Chien,0.004075093
2022,Sheng-Fen Chien,0.003996165
2010,Ih-Cheng Lai,3.2249E-06
2011,Ih-Cheng Lai,2.79243E-06
2012,Ih-Cheng Lai,2.45473E-06
2013,Ih-Cheng Lai,2.03054E-06
2014,Ih-Cheng Lai,2.7013E-06
2015,Ih-Cheng Lai,2.40959E-06
2016,Ih-Cheng Lai,2.02204E-06
2017,Ih-Cheng Lai,1.67352E-06
2018,Ih-Cheng Lai,1.36843E-06
2019,Ih-Cheng Lai,1.06329E-06
2020,Ih-Cheng Lai,8.68417E-07
2021,Ih-Cheng Lai,7.18762E-07
2022,Ih-Cheng Lai,5.84611E-07
2016,Weixin Huang,3.23526E-06
2017,Weixin Huang,2.27599E-05
2018,Weixin Huang,7.11582E-05
2019,Weixin Huang,0.000160089
2020,Weixin Huang,0.000234959
2021,Weixin Huang,0.000263872
2022,Weixin Huang,0.009748454
2017,Kristof Crolla,0.001280105
2018,Kristof Crolla,0.003376581
2019,Kristof Crolla,0.003245744
2020,Kristof Crolla,0.003246057
2021,Kristof Crolla,0.006464392
2022,Kristof Crolla,0.008101743
2017,Hyunsoo Lee,6.69409E-07
2018,Hyunsoo Lee,1.64211E-06
2019,Hyunsoo Lee,1.27595E-06
2020,Hyunsoo Lee,3.47367E-06
2021,Hyunsoo Lee,7.76263E-06
2022,Hyunsoo Lee,7.13225E-06
2018,Alessandra Fabbri,2.64059E-05
2019,Alessandra Fabbri,6.67657E-05
2020,Alessandra Fabbri,6.12327E-05
2021,Alessandra Fabbri,5.08327E-05
2022,Alessandra Fabbri,4.27493E-05
2001,Bob Martens,8.46059E-05
2002,Bob Martens,0.000128039
2003,Bob Martens,0.000131939
2004,Bob Martens,0.000343516
2005,Bob Martens,0.000253623
2006,Bob Martens,0.000227563
2007,Bob Martens,0.000186698
2008,Bob Martens,0.000292238
2009,Bob Martens,0.000247706
2010,Bob Martens,0.000260142
2011,Bob Martens,0.000225256
2012,Bob Martens,0.000211107
2013,Bob Martens,0.000174626
2014,Bob Martens,0.000139387
2015,Bob Martens,0.000124335
2016,Bob Martens,0.000104337
2017,Bob Martens,8.63537E-05
2018,Bob Martens,7.06108E-05
2019,Bob Martens,5.48657E-05
2020,Bob Martens,4.48103E-05
2021,Bob Martens,0.002967337
2022,Bob Martens,0.002909257
1997,Shigeyuki Yamaguchi,0.000168067
1998,Shigeyuki Yamaguchi,6.13359E-05
1999,Shigeyuki Yamaguchi,0.022605719
2000,Shigeyuki Yamaguchi,0.019522082
2001,Shigeyuki Yamaguchi,0.025011749
2002,Shigeyuki Yamaguchi,0.01835232
2003,Shigeyuki Yamaguchi,0.0146
2004,Shigeyuki Yamaguchi,0.019132068
2005,Shigeyuki Yamaguchi,0.017776053
2006,Shigeyuki Yamaguchi,0.020938698
2007,Shigeyuki Yamaguchi,0.0181293
2008,Shigeyuki Yamaguchi,0.017401856
2009,Shigeyuki Yamaguchi,0.016655592
2010,Shigeyuki Yamaguchi,0.017592891
2011,Shigeyuki Yamaguchi,0.030803082
2012,Shigeyuki Yamaguchi,0.029113512
2013,Shigeyuki Yamaguchi,0.026027996
2014,Shigeyuki Yamaguchi,0.020725845
2015,Shigeyuki Yamaguchi,0.02015249
2016,Shigeyuki Yamaguchi,0.019134228
2017,Shigeyuki Yamaguchi,0.017244914
2018,Shigeyuki Yamaguchi,0.015419107
2019,Shigeyuki Yamaguchi,0.013188693
2020,Shigeyuki Yamaguchi,0.011836618
2021,Shigeyuki Yamaguchi,0.017757265
2022,Shigeyuki Yamaguchi,0.017653606
2000,John Hamilton Frazer,0.000238436
2001,John Hamilton Frazer,0.000222091
2002,John Hamilton Frazer,0.004049231
2003,John Hamilton Frazer,0.003509582
2004,John Hamilton Frazer,0.002903529
2005,John Hamilton Frazer,0.002617754
2006,John Hamilton Frazer,0.002033035
2007,John Hamilton Frazer,0.00184056
2008,John Hamilton Frazer,0.001542847
2009,John Hamilton Frazer,0.001404883
2010,John Hamilton Frazer,0.022127506
2011,John Hamilton Frazer,0.023001352
2012,John Hamilton Frazer,0.033531614
2013,John Hamilton Frazer,0.035546379
2014,John Hamilton Frazer,0.033519571
2015,John Hamilton Frazer,0.034028578
2016,John Hamilton Frazer,0.040891696
2017,John Hamilton Frazer,0.049825588
2018,John Hamilton Frazer,0.054172964
2019,John Hamilton Frazer,0.05049613
2020,John Hamilton Frazer,0.051390605
2021,John Hamilton Frazer,0.073938117
2022,John Hamilton Frazer,0.074315951
2000,Sooyeon Oh,0.004473831
2001,Sooyeon Oh,0.011238365
2002,Sooyeon Oh,0.011613736
2003,Sooyeon Oh,0.008117663
2004,Sooyeon Oh,0.009111448
2005,Sooyeon Oh,0.008007482
2006,Sooyeon Oh,0.013490587
2007,Sooyeon Oh,0.011956464
2008,Sooyeon Oh,0.01187527
2009,Sooyeon Oh,0.010849948
2010,Sooyeon Oh,0.010877126
2011,Sooyeon Oh,0.010504327
2012,Sooyeon Oh,0.009600083
2013,Sooyeon Oh,0.008103235
2014,Sooyeon Oh,0.006885024
2015,Sooyeon Oh,0.006371208
2016,Sooyeon Oh,0.005798203
2017,Sooyeon Oh,0.004926229
2018,Sooyeon Oh,0.004245268
2019,Sooyeon Oh,0.003628859
2020,Sooyeon Oh,0.003157097
2021,Sooyeon Oh,0.018465172
2022,Sooyeon Oh,0.018619096
2003,Walaiporn Nakapan,1.37437E-06
2004,Walaiporn Nakapan,6.6454E-05
2005,Walaiporn Nakapan,6.10574E-05
2006,Walaiporn Nakapan,4.34134E-05
2007,Walaiporn Nakapan,7.08435E-05
2008,Walaiporn Nakapan,0.000153043
2009,Walaiporn Nakapan,0.01926736
2010,Walaiporn Nakapan,0.007152747
2011,Walaiporn Nakapan,0.002692439
2012,Walaiporn Nakapan,0.003398353
2013,Walaiporn Nakapan,0.003068619
2014,Walaiporn Nakapan,0.002769127
2015,Walaiporn Nakapan,0.003327955
2016,Walaiporn Nakapan,0.003091277
2017,Walaiporn Nakapan,0.003809561
2018,Walaiporn Nakapan,0.003383777
2019,Walaiporn Nakapan,0.002898406
2020,Walaiporn Nakapan,0.002578376
2021,Walaiporn Nakapan,0.002671574
2022,Walaiporn Nakapan,0.002692091
2016,Ziyu Tong,3.23526E-06
2017,Ziyu Tong,1.60658E-05
2018,Ziyu Tong,1.31369E-05
2019,Ziyu Tong,1.02076E-05
2020,Ziyu Tong,0.003740646
2021,Ziyu Tong,0.005545269
2022,Ziyu Tong,0.006161463
1999,Jin-Yeu Tsou,0.000118793
2000,Jin-Yeu Tsou,0.000623601
2001,Jin-Yeu Tsou,0.000539363
2002,Jin-Yeu Tsou,0.000552168
2003,Jin-Yeu Tsou,0.000379325
2004,Jin-Yeu Tsou,0.000282174
2005,Jin-Yeu Tsou,0.008937198
2006,Jin-Yeu Tsou,0.008580825
2007,Jin-Yeu Tsou,0.007369285
2008,Jin-Yeu Tsou,0.006699997
2009,Jin-Yeu Tsou,0.00897571
2010,Jin-Yeu Tsou,0.010047729
2011,Jin-Yeu Tsou,0.010070444
2012,Jin-Yeu Tsou,0.009473624
2013,Jin-Yeu Tsou,0.009165178
2014,Jin-Yeu Tsou,0.007923456
2015,Jin-Yeu Tsou,0.007332871
2016,Jin-Yeu Tsou,0.006931942
2017,Jin-Yeu Tsou,0.008697625
2018,Jin-Yeu Tsou,0.008631486
2019,Jin-Yeu Tsou,0.007345411
2020,Jin-Yeu Tsou,0.006581735
2021,Jin-Yeu Tsou,0.007179857
2022,Jin-Yeu Tsou,0.008473698
2001,Ju-Hung Lan,0.000608105
2005,Ju-Hung Lan,6.66975E-05
2006,Ju-Hung Lan,0.000115478
2007,Ju-Hung Lan,0.00010181
2008,Ju-Hung Lan,0.00089547
2009,Ju-Hung Lan,0.000882503
2010,Ju-Hung Lan,0.000973314
2011,Ju-Hung Lan,0.000962119
2012,Ju-Hung Lan,0.000900424
2013,Ju-Hung Lan,0.000799244
2014,Ju-Hung Lan,0.000687338
2015,Ju-Hung Lan,0.000635604
2016,Ju-Hung Lan,0.000598211
2017,Ju-Hung Lan,0.000536221
2018,Ju-Hung Lan,0.000476212
2019,Ju-Hung Lan,0.000404086
2020,Ju-Hung Lan,0.000360586
2021,Ju-Hung Lan,0.00041473
2022,Ju-Hung Lan,0.000405791
2007,Beng-Kiang Tan,7.04521E-06
2008,Beng-Kiang Tan,1.43254E-05
2009,Beng-Kiang Tan,2.18564E-05
2010,Beng-Kiang Tan,5.58984E-05
2011,Beng-Kiang Tan,6.32951E-05
2012,Beng-Kiang Tan,5.56406E-05
2013,Beng-Kiang Tan,4.60256E-05
2014,Beng-Kiang Tan,3.67377E-05
2015,Beng-Kiang Tan,3.95173E-05
2016,Beng-Kiang Tan,3.31614E-05
2017,Beng-Kiang Tan,2.74458E-05
2018,Beng-Kiang Tan,2.24422E-05
2019,Beng-Kiang Tan,2.50936E-05
2020,Beng-Kiang Tan,2.04947E-05
2021,Beng-Kiang Tan,1.69628E-05
2022,Beng-Kiang Tan,1.37968E-05
2001,Hyun Soo Lee,1.4101E-05
2002,Hyun Soo Lee,1.06699E-05
2003,Hyun Soo Lee,7.32995E-06
2004,Hyun Soo Lee,0.002500034
2005,Hyun Soo Lee,0.002159823
2006,Hyun Soo Lee,0.002059513
2007,Hyun Soo Lee,0.001767172
2008,Hyun Soo Lee,0.002399985
2009,Hyun Soo Lee,0.002383971
2010,Hyun Soo Lee,0.002658755
2011,Hyun Soo Lee,0.002238911
2012,Hyun Soo Lee,0.002082703
2013,Hyun Soo Lee,0.005960272
2014,Hyun Soo Lee,0.015090516
2015,Hyun Soo Lee,0.008672716
2016,Hyun Soo Lee,0.008442578
2017,Hyun Soo Lee,0.009649433
2018,Hyun Soo Lee,0.009556774
2019,Hyun Soo Lee,0.00838788
2020,Hyun Soo Lee,0.007764153
2021,Hyun Soo Lee,0.006198697
2022,Hyun Soo Lee,0.006316071
2002,Christiane Marger Herr,4.00122E-05
2003,Christiane Marger Herr,9.56559E-05
2008,Christiane Marger Herr,0.00016904
2009,Christiane Marger Herr,0.000152995
2010,Christiane Marger Herr,0.051770473
2011,Christiane Marger Herr,0.059864176
2012,Christiane Marger Herr,0.070742065
2013,Christiane Marger Herr,0.07507716
2014,Christiane Marger Herr,0.070173315
2015,Christiane Marger Herr,0.069168787
2016,Christiane Marger Herr,0.075246405
2017,Christiane Marger Herr,0.079146852
2018,Christiane Marger Herr,0.077184074
2019,Christiane Marger Herr,0.069955715
2020,Christiane Marger Herr,0.070537072
2021,Christiane Marger Herr,0.089632871
2022,Christiane Marger Herr,0.072929004
2002,Chor-Kheng Lim,2.45345E-05
2003,Chor-Kheng Lim,1.68545E-05
2004,Chor-Kheng Lim,7.15618E-05
2005,Chor-Kheng Lim,0.000105004
2006,Chor-Kheng Lim,0.000212115
2007,Chor-Kheng Lim,0.000183107
2008,Chor-Kheng Lim,0.000148928
2009,Chor-Kheng Lim,0.000126408
2010,Chor-Kheng Lim,0.000111908
2011,Chor-Kheng Lim,9.68143E-05
2012,Chor-Kheng Lim,8.51061E-05
2013,Chor-Kheng Lim,7.05685E-05
2014,Chor-Kheng Lim,5.72734E-05
2015,Chor-Kheng Lim,5.03519E-05
2016,Chor-Kheng Lim,4.71242E-05
2017,Chor-Kheng Lim,3.91595E-05
2018,Chor-Kheng Lim,3.45446E-05
2019,Chor-Kheng Lim,2.86935E-05
2020,Chor-Kheng Lim,2.65848E-05
2021,Chor-Kheng Lim,2.20034E-05
2022,Chor-Kheng Lim,2.09512E-05
2004,Tsung-Hsien Wang,0.000134935
2005,Tsung-Hsien Wang,0.000112002
2006,Tsung-Hsien Wang,0.000101081
2007,Tsung-Hsien Wang,8.61763E-05
2008,Tsung-Hsien Wang,0.008588005
2009,Tsung-Hsien Wang,0.00858142
2010,Tsung-Hsien Wang,0.012974194
2011,Tsung-Hsien Wang,0.013042504
2012,Tsung-Hsien Wang,0.012284919
2013,Tsung-Hsien Wang,0.010962948
2014,Tsung-Hsien Wang,0.009488042
2015,Tsung-Hsien Wang,0.009364118
2016,Tsung-Hsien Wang,0.008864704
2017,Tsung-Hsien Wang,0.007997247
2018,Tsung-Hsien Wang,0.007141231
2019,Tsung-Hsien Wang,0.009025386
2020,Tsung-Hsien Wang,0.009409639
2021,Tsung-Hsien Wang,0.01029513
2022,Tsung-Hsien Wang,0.01153409
2015,Wei Yan,1.59033E-05
2016,Wei Yan,1.33454E-05
2017,Wei Yan,2.30946E-05
2018,Wei Yan,2.49054E-05
2019,Wei Yan,2.95594E-05
2020,Wei Yan,5.5405E-05
2021,Wei Yan,5.82197E-05
2022,Wei Yan,0.007592807
2009,Biao Li,3.88559E-05
2010,Biao Li,3.4399E-05
2011,Biao Li,4.46789E-05
2012,Biao Li,3.92757E-05
2013,Biao Li,3.24886E-05
2014,Biao Li,2.59325E-05
2015,Biao Li,2.31321E-05
2016,Biao Li,1.94115E-05
2017,Biao Li,1.87434E-05
2018,Biao Li,1.53264E-05
2019,Biao Li,4.8486E-05
2020,Biao Li,3.95998E-05
2021,Biao Li,4.16882E-05
2022,Biao Li,4.8094E-05
2017,Weiguo Xu,8.0329E-06
2018,Weiguo Xu,1.61474E-05
2019,Weiguo Xu,3.38409E-05
2020,Weiguo Xu,3.45167E-05
2021,Weiguo Xu,3.16159E-05
2022,Weiguo Xu,0.00037882
2013,Dagmar Reinhardt,5.41477E-06
2014,Dagmar Reinhardt,4.32208E-06
2015,Dagmar Reinhardt,3.85535E-06
2016,Dagmar Reinhardt,3.23526E-06
2017,Dagmar Reinhardt,1.20494E-05
2018,Dagmar Reinhardt,3.88633E-05
2019,Dagmar Reinhardt,3.27493E-05
2020,Dagmar Reinhardt,2.67473E-05
2021,Dagmar Reinhardt,2.21379E-05
2022,Dagmar Reinhardt,0.006876191